,Genotype,BLUEs,ExperimentalSite,IRDNC_ID
2005,Genotype2005,3733.635159,IRRIHNT,IRD10401
2006,Genotype2006,637.5409958,BDTanore,IRD10401
2007,Genotype2007,3641.545388,IRRICT,IRD10401
2008,Genotype2008,2423.599193,MMPangkone,IRD10881
2009,Genotype2009,2861.170058,MMYezin,IRD10881
2010,Genotype2010,1005.646539,IRRICT,IRD10881
2011,Genotype2011,629.8747764,BDTanore,IRD10881
2012,Genotype2012,2416.5493,BDLalpur,IRD10881
2013,Genotype2013,2540.671719,MMKyaukse,IRD10881
2014,Genotype2014,891.3881194,IRRIHNT,IRD10881
2015,Genotype2015,3885.435585,IRRICT,IRD10741
2016,Genotype2016,2149.176281,IRRIHNT,IRD10741
2017,Genotype2017,1945.644007,IRRIHNT,IRD10761
2018,Genotype2018,2890.322035,IRRICT,IRD10761
2019,Genotype2019,3537.296512,MMPangkone,IRD10545
2020,Genotype2020,2570.754513,MMKyaukse,IRD10545
2021,Genotype2021,2989.328041,MMYezin,IRD10545
2022,Genotype2022,1128.521914,BDTanore,IRD10545
2023,Genotype2023,2770.424742,BDLalpur,IRD10545
2024,Genotype2024,2873.72184,IRRIHNT,IRD10545
2025,Genotype2025,3027.14455,IRRICT,IRD10545
2026,Genotype2026,3221.000705,MMKyaukse,IRD10173
2027,Genotype2027,2463.944573,MMPangkone,IRD10173
2028,Genotype2028,3324.06896,MMYezin,IRD10173
2029,Genotype2029,2967.022052,IRRIHNT,IRD10173
2030,Genotype2030,1378.536822,BDLalpur,IRD10173
2031,Genotype2031,1847.987173,IRRICT,IRD10173
2032,Genotype2032,483.8998211,BDTanore,IRD10173
2033,Genotype2033,1998.044295,IRRIHNT,IRD10882
2034,Genotype2034,1646.495535,IRRICT,IRD10882
2035,Genotype2035,2801.711773,MMKyaukse,IRD10970
2036,Genotype2036,3044.670543,BDLalpur,IRD10970
2037,Genotype2037,3059.89437,IRRIHNT,IRD10970
2038,Genotype2038,2531.081025,MMYezin,IRD10970
2039,Genotype2039,3811.234861,IRRICT,IRD10970
2040,Genotype2040,1032.886106,BDTanore,IRD10970
2041,Genotype2041,2543.930351,MMPangkone,IRD10970
2042,Genotype2042,2010.826276,IRRICT,IRD10497
2043,Genotype2043,3365.908739,IRRIHNT,IRD10497
2044,Genotype2044,4659.79038,IRRICT,IRD10204
2045,Genotype2045,2482.676863,IRRIHNT,IRD10204
2046,Genotype2046,1649.243236,IRRIHNT,IRD10842
2047,Genotype2047,1399.130146,IRRICT,IRD10842
2048,Genotype2048,2165.763901,IRRICT,IRD10611
2049,Genotype2049,478.2051282,BDTanore,IRD10611
2050,Genotype2050,2885.027835,MMYezin,IRD10611
2051,Genotype2051,1915.277044,MMPangkone,IRD10611
2052,Genotype2052,2295.900576,MMKyaukse,IRD10611
2053,Genotype2053,937.0354293,IRRIHNT,IRD10611
2054,Genotype2054,1865.300388,BDLalpur,IRD10611
2055,Genotype2055,2346.381,IRRICT,IRD10796
2056,Genotype2056,2467.571059,MMPangkone,IRD10796
2057,Genotype2057,3492.125323,BDLalpur,IRD10796
2058,Genotype2058,3612.950581,MMKyaukse,IRD10796
2059,Genotype2059,4443.332995,IRRIHNT,IRD10796
2060,Genotype2060,1925.841,MMYezin,IRD10796
2061,Genotype2061,364.5535182,BDTanore,IRD10796
2062,Genotype2062,2593.567401,IRRIHNT,IRD11004
2063,Genotype2063,2097.8883,IRRICT,IRD11004
2064,Genotype2064,3778.753459,IRRICT,IRD10689
2065,Genotype2065,3543.945104,IRRIHNT,IRD10689
2066,Genotype2066,1542.616279,MMKyaukse,IRD10321
2067,Genotype2067,2199.506695,MMPangkone,IRD10321
2068,Genotype2068,2482.589771,IRRICT,IRD10321
2069,Genotype2069,3202.096049,IRRIHNT,IRD10321
2070,Genotype2070,1692.165698,MMYezin,IRD10321
2071,Genotype2071,446.3998211,BDTanore,IRD10321
2072,Genotype2072,1698.404393,BDLalpur,IRD10321
2073,Genotype2073,2608.454653,IRRIHNT,IRD10490
2074,Genotype2074,3338.905196,IRRICT,IRD10490
2075,Genotype2075,3181.118663,IRRICT,IRD10793
2076,Genotype2076,2821.907895,MMPangkone,IRD10793
2077,Genotype2077,1277.952196,BDLalpur,IRD10793
2078,Genotype2078,557.368068,BDTanore,IRD10793
2079,Genotype2079,4316.980234,IRRIHNT,IRD10793
2080,Genotype2080,2881.062936,MMKyaukse,IRD10793
2081,Genotype2081,1842.86095,MMYezin,IRD10793
2082,Genotype2082,3778.744734,MMYezin,IRD10400
2083,Genotype2083,3110.349592,IRRICT,IRD10400
2084,Genotype2084,2688.902896,BDLalpur,IRD10400
2085,Genotype2085,4174.887936,MMKyaukse,IRD10400
2086,Genotype2086,921.6569767,BDTanore,IRD10400
2087,Genotype2087,2761.46817,MMPangkone,IRD10400
2088,Genotype2088,4242.414066,IRRIHNT,IRD10400
2089,Genotype2089,3624.792254,MMPangkone,IRD10352
2090,Genotype2090,3329.398716,IRRICT,IRD10352
2091,Genotype2091,2786.904842,IRRIHNT,IRD10352
2092,Genotype2092,3831.100157,MMYezin,IRD10352
2093,Genotype2093,2533.162145,BDLalpur,IRD10352
2094,Genotype2094,2439.650727,MMKyaukse,IRD10352
2095,Genotype2095,685.9048897,BDTanore,IRD10352
2096,Genotype2096,2236.626292,MMYezin,IRD10626
2097,Genotype2097,2104.597979,IRRIHNT,IRD10626
2098,Genotype2098,2777.523861,IRRICT,IRD10626
2099,Genotype2099,665.5970483,BDTanore,IRD10626
2100,Genotype2100,3878.866279,MMPangkone,IRD10626
2101,Genotype2101,1858.383925,BDLalpur,IRD10626
2102,Genotype2102,3751.024709,MMKyaukse,IRD10626
2103,Genotype2103,1395.880168,BDLalpur,IRD10560
2104,Genotype2104,4077.544114,IRRICT,IRD10560
2105,Genotype2105,462.9397734,BDTanore,IRD10560
2106,Genotype2106,1887.64254,MMYezin,IRD10560
2107,Genotype2107,3025.22463,MMPangkone,IRD10560
2108,Genotype2108,2451.337756,IRRIHNT,IRD10560
2109,Genotype2109,2121.547384,MMKyaukse,IRD10560
2110,Genotype2110,3050.953506,IRRIHNT,IRD10627
2111,Genotype2111,2252.520645,IRRICT,IRD10627
2112,Genotype2112,3258.363844,IRRIHNT,IRD10339
2113,Genotype2113,5119.213615,IRRICT,IRD10339
2114,Genotype2114,2128.430233,MMPangkone,IRD10359
2115,Genotype2115,4443.347993,IRRICT,IRD10359
2116,Genotype2116,3259.901308,MMKyaukse,IRD10359
2117,Genotype2117,2560.387597,MMYezin,IRD10359
2118,Genotype2118,2557.777778,BDLalpur,IRD10359
2119,Genotype2119,3920.771561,IRRIHNT,IRD10359
2120,Genotype2120,461.7098986,BDTanore,IRD10359
2121,Genotype2121,3148.4317,IRRIHNT,IRD10562
2122,Genotype2122,2015.48085,IRRICT,IRD10562
2123,Genotype2123,4972.203989,IRRIHNT,NA
2124,Genotype2124,4901.905404,IRRICT,NA
2125,Genotype2125,2855.239505,IRRICT,NA
2126,Genotype2126,2640.395439,IRRIHNT,NA
2127,Genotype2127,2313.283285,IRRICT,NA
2128,Genotype2128,1598.629594,IRRIHNT,NA
2129,Genotype2129,507.9755516,BDTanore,NA
2130,Genotype2130,2878.633721,BDLalpur,NA
2131,Genotype2131,3586.107881,BDLalpur,NA
2132,Genotype2132,3235.755814,BDTanore,NA
2133,Genotype2133,3221.658866,MMKyaukse,NA
2134,Genotype2134,2490.366837,MMPangkone,NA
2135,Genotype2135,6114.836641,MMYezin,NA
2136,Genotype2136,5055.122038,MMYezin,NA
2137,Genotype2137,4071.709944,MMPangkone,NA
2138,Genotype2138,3003.325691,IRRIHNT,NA
2139,Genotype2139,1531.439901,IRRICT,NA
2140,Genotype2140,2793.07277,MMKyaukse,NA
2141,Genotype2141,2707.086563,BDLalpur,NA
2142,Genotype2142,395.147585,BDTanore,NA
2143,Genotype2143,4061.07286,IRRIHNT,NA
2144,Genotype2144,3728.46625,IRRICT,NA
2145,Genotype2145,31.16930658,IRRICT,NA
2146,Genotype2146,1739.444751,IRRIHNT,NA
2147,Genotype2147,1785.448692,MMKyaukse,NA
2148,Genotype2148,1754.680233,MMPangkone,NA
2149,Genotype2149,3728.633721,MMYezin,NA
2150,Genotype2150,1783.784029,IRRIHNT,NA
2151,Genotype2151,1565.112767,IRRICT,NA
2152,Genotype2152,2370.152896,BDLalpur,NA
2153,Genotype2153,1074.44842,BDTanore,NA
2154,Genotype2154,3674.243765,MMYezin,NA
2155,Genotype2155,3512.209302,MMPangkone,NA
2156,Genotype2156,4279.97093,MMKyaukse,NA
2157,Genotype2157,1034.145796,BDTanore,NA
2158,Genotype2158,1508.281654,BDLalpur,NA
